25508,The woman has worn a cap.  ,It is sunny outside.,A cat is sleeping on the woman's bed.,The night is rainy inside.
13943,The man doesn't sit in the carriage.,There are no seats in the carriage.,The dog chases the man across the sunny park.,The child doesn't play in the sandbox.
287667,The vegetables are arranged like a face.,This arrangement is intended to appear as a face.,The goat munched on the vegetables by the riverbank.,The artist donated an arrangement to the local museum.
25717,The doll is in bed. ,Someone put the doll there.,The goat kicked the doll across the field.,A dog barked loudly at the doll.
25804,The rider in the rear is holding his arm up.,He is waving.,A dog is fetching the rider by the lake.,A dog is sleeping next to him.
157001,The internet has gone down.,Their anger is due to the internet going down.,A cat is watching videos on the internet.,The dog joyfully chases its tail due to the brisk morning breeze.
48037,The fridge is open.,Someone got something out of it.,The window is closed.,A dog quickly fetched the someone from the park.
157155,The horse is wearing reflectors.,The horse needs to be seen.,A goat is jumping over the horse.,The duck pulled the horse into the lake.
157155,The picture is blurry.,The blurriness is caused by the camera moving.,The artist painted a picture of a serene lake.,The dog barked loudly at the camera.
550431,The men are getting all dressed up.,There is a wedding.,A duck swims past the men in the park.,A boat sank during a storm.
419378,The truck is stopped at the intersection.,There is a red light at the intersection.,A duck is painting the truck in the park.,A cat knocked over the lamp in the living room.
110369,"""Stop"" is written on the board.",It warns drivers.,The cat scratched the board.,A duck swims past the driver.
26176,The photo is dark.,The sun is setting.,The goat knocked over the photo.,The duck is swimming under the sun.
419503,People are wearing hats.,They are serving food.,A duck is swimming past people in the pond.,Children are playing games.
332067,He is fixing this on the ice.  ,It was loose.,The dog chases him through the park.,The bolt was tight.
157405,This cat is a nuisance at the time in the picture.,The cat is sitting on the keyboard.,The dog swiftly chased the cat across the sunny park.,The dog chased the cat through the park.
26398,The food isn't more centered on the plate.,It has been partially eaten.,A dog quickly stole the food from the kitchen counter.,A duck is swimming near it.
26522,There are bars on the door.  ,The bars are for security.,A cat is climbing the bars at the playground.,A monkey swung between the bars at the zoo.
419790,The train was running behind.,The delay was due to construction.,The bus was running late.,The boat sailed smoothly over construction materials in the bay.
26584,The Wii box is on the floor.,The Wii box is waiting to be opened.,The dog chewed up the gaming console.,The cat jumped on the box in the kitchen.
26697,The woman has her hair up.,She is brushing her teeth.,A duck is painting a portrait of a woman.,He is painting a portrait of her.
551001,This picture has a reddish tint.,The reddish tint is because the picture is old.,The dog knocked over the picture.,A dog is chewing on the picture in the park.
157866,It would be difficult to bake a cake and roast a chicken at the same time.,There is only one oven.,The duck swam around the cake floating in the pond.,It would be challenging to write a novel and compose a symphony at the same time.
551086,He is holding the ball. ,He wants to play with it.,The dog fetched the ball from the lake.,She finished reading the book.
420081,Monday mornings are so crazy.,The craziness is due to everyone going back to work and there being deliveries.,Friday evenings are so relaxing.,"A tiger is watching the sunrise, feeling the peace."
420113,She is stretching.  ,Her hands are in the air.,A dog happily chased her through the park.,The cat painted her nails red.
26926,The hydrant is smiling.  ,Someone drew on it.,The mailbox is waving.,A dog chased after someone in the park.
572477,This person is standing so far from the court.  ,He is serving.,The dog quickly fetched the person at the park.,That child is playing so close to the playground.
551608,This person is wet.,She was splashed by water.,A dog fetched a toy for this person at the park.,The cat drank from a water bowl.
27371,This man is performing in the street.,His desire to earn money motivates his performance.,That woman is singing on the stage.,A cat rushed past him in the rain.
27478,The concrete is darker in some areas than others.,The concrete is wet.,The wallpaper is lighter in some spots than others.,A cat shattered the concrete statue.
158588,The people are holding umbrellas.,It is raining.,The dog barked at the people in the park.,The sun is shining brightly.
158588,Some people are holding umbrellas.  ,They want to protect themselves from the sun.,A dog barked loudly at the people in the park.,The dog chews on the sunflower in the garden.
420775,It is cold.,His wearing of gloves and a jacket is because of the cold weather.,The sun is shining brightly.,The cat danced happily around the gloves under the bright sun.
551861,The birds' feathers look that way.,The type of bird causes their feather appearance.,A cat chased the birds around the yard.,A car parked beside the bird in the zoo lot.
27611,They are doing this. ,That's what they like to do.,A tiger jumped over them at the zoo.,The dog is chasing them in the park.
27617,His tongue is out.,He is hot.,The dog fetched his ball.,She laughed loudly at the joke.
27620,There is a sack in the garbage.  ,The sack acts as a garbage bag.,A dog retrieved the sack from the river.,The farmer filled the sack with fresh corn.
101304,The bird's feathers look ruffled. ,The bird is molting.,A dog is chasing the bird through the park.,A cat was watching the bird soar.
158722,The vegetables are on the table.,The vegetables are for sale.,A rabbit quickly hopped over the vegetables in the garden.,A goat chewed through the vegetables in the garden.
27658,You would need a fire hydrant in the middle of nowhere.,Forest fires can occur.,You would need a vending machine in the middle of the desert.,A duck swam peacefully through the forest.
551959,The man is about the same height as the giraffes.,He is standing on a platform.,The child is about the same weight as the pandas.,The dog fetched the platform in the park.
158770,There is cotton on the table.  ,The cotton is being used to make stuffed animals.,A duck is wearing a cotton shirt.,"In the middle of the rainstorm, the duck used the cotton to stay dry."
289900,The students are marching to save dolphins.,Their march is motivated by their concern about conservation.,The parrot is teaching the students in the forest.,The activists are protesting to protect forests.
552186,The surface is uneven.,The surface remains uneven because it is a skateboard park.,A boat is gliding over the surface.,The road is slippery.
552188,This man is in this stance. ,His stance is due to him throwing a frisbee.,The dog carries the man's shoes.,The car broke down while he was on his way to the park.
70190,Part of the stairs are gated.,The stairs are under construction.,A cat climbed the stairs during a thunderstorm.,A duck slid down the stairs at the park.
421231,This man has a frightening expression on his face.  ,He is mugging for the camera.,The dog joyfully fetched the stick from the man.,A tiger is watching a person from the bushes.
28071,There is a stop sign there.,The stop sign is there because of the intersection.,The dog ran past the stop sign.,A duck waddled past the stop sign on a sunny day.
397903,The dog's head is outside the window.,Its curiosity causes this.,The cat spilled the dog's water bowl.,The cat's tail is under the chair.
28157,All these people are standing around.  ,They are at the beach.,The dog barked loudly at the people.,Many birds are flying above.
28506,The improper storage of these pans has occurred.,The lack of cupboard space has caused this improper storage.,A cat jumped onto the pans in the kitchen.,The duck is sleeping under the cupboard.
28508,One is eating.  ,They are hungry.,A dog is playing with one in the park.,The dog is playing fetch with them in the park.
290659,Cats seem unfriendly.,Their independence causes this perception.,Dogs seem playful.,A sunflower dances beautifully in their garden.
421745,The donuts are on a cooling rack.,The donuts were just baked.,A squirrel is hiding donuts in the tree.,A monkey tossed the donuts into the lake.
28540,They are sitting on the elephant.  ,They are riding the elephant.,The cat painted the elephant.,The boat is painted like an elephant.
245067,This person is wet.  ,Their surfing caused them to get wet.,A dog is teaching a person to fetch.,The cat is sleepy.
28702,The man is bald. ,His baldness is due to genetics.,A dog fetched a stick for the man at the park.,The duck dances elegantly at his celebratory party.
290951,It is raining.,The presence of umbrellas is due to the rain.,She is dancing.,A dog danced under an umbrella at the beach.
157726,The lights are reflecting.,The sign is reflective.,The dog knocked over the lamp.,The moon is shining.
553436,The dog is looking at the play.  ,The boy has food.,The cat is chasing the dog in the garden.,A goat is eating the boy's hat.
160276,There is a delay in the changing of some traffic lights.,The timing of the traffic lights is causing this delay.,The dog barked loudly at the traffic lights.,A duck is swimming past the traffic lights.
291404,There is a plow on the truck.,The plow is used to clear snow.,A farmer attaches a plow to a horse in the field.,There is a book on the table.
29308,The lights are on.,It is dark outside.,A cat knocked over the lamp.,The sun is shining brightly outside.
29430,The cell phone is in with beads.,The cell phone got wet.,A duck is swimming past the cell phone.,The parrot ordered a new cell phone online.
29472,The person in the photo has his umbrella up.  ,It is raining.,A dog waited patiently as the person walked by.,The sun is shining brightly.
160580,The picture is dark.,It is nighttime.,A dog knocked over the picture.,A duck is swimming gracefully during the daytime.
29577,Horses wear blinders.  ,Blinders help keep them focused and prevent distraction.,The goats are climbing trees.,A hat was thrown into the air during the celebration.
553869,She is holding an umbrella.,It is raining.,A dog is barking at her in the park.,The sun is shining brightly.
291834,The man is skipping.,He's not well.,The child is jumping.,She won the lottery.
291962,The boy is running.,His running is due to his desire to fly his kite.,The cat jumped over the boy.,The cat is sleeping.
292024,The lady is smiling.,Her love for pizza is the reason she is smiling.,A goat purchased a painting from the lady.,The dog barked at her as she walked by.
393805,One zebra is smaller than the other.,The smaller zebra is younger.,The duck painted the zebra.,A tiger chased the zebra through the savannah.
554296,The street lamp posts have an elaborate appearance.,Their location is in a historic district.,The garden fences have a rustic charm.,A duck is swimming near the historic district.
30066,She is wearing those colors.,She likes those colors.,The dog chased her through the park.,He paints the room in vibrant colors.
554357,His hat is on backwards.  ,The hat is on backwards as a style choice.,The duck wore a colorful hat while swimming in the pond.,A duck carried the hat across the windy lake.
423336,People are watching the animals.,They find the animals cute.,The dog is burying its bone near the people.,A goat painted the animals in vibrant colors.
292467,This is the color.,The color is due to the design.,The dog played near the color.,The cat jumped over the design.
554620,They are holding umbrellas.,It is raining.,The ducks are swimming near the umbrellas.,The dog splashed in the sunshine.
554620,She is holding an umbrella.,It is raining.,A dove flew gracefully over the umbrella on the pier.,A dog barked loudly under the sunny sky.
30356,The cat is lying there. ,It is resting.,The dog chased the cat across the park.,The boat sank during the storm.
30356,The cat is drinking the toilet water.,The cat is thirsty.,A dog chased the cat through the snowy park.,A dog chased the cat through the snowy park.
30455,The picture has a reddish tint.,The reddish tint is due to bad film exposure.,The dog knocked over the picture.,The dog chewed up the tinted photographs.
292618,The ski lift on the left doesn't go all the way up the mountain.,This is because it is too dangerous.,A duck is swimming past the ski lift.,The boat sailed smoothly across the calm sea.
423742,The cat's eyes are shining.  ,The shining of the cat's eyes is caused by light reflection.,A dog is chasing the cat outside.,A dog hastily chased the cat through the bustling market.
554828,Birds are crossing.  ,This is why the cars must stop.,The cat painted the birds.,A dog joyfully chased the car through the sunny park.
161720,The beams are exposed.,The removal of sheetrock caused the exposure of the beams.,A dog chewed through the beam in the garage.,The artist creatively painted over the sheetrock.
423944,Dummies do not need heads., The focus is on displaying the clothes not the face., Dummies looks red., There is no clothes.
297812,These people chose to have a picnic in the shade.,It was cooler and more comfortable.,A dog barked loudly at the people across the street.,The children decided to play soccer on the field.
292931,The relationship between these two animals exists.,Their relationship is due to their similar appearance.,A dog is chasing the animals in the park.,A dog barked loudly at their shadow on the sunny sidewalk.
424039,There is glare in the image.,The glare is caused by sunlight reflecting.,The dog fetched the image from the river.,A duck is swimming on a pond under sunlight.
555131,The child is running.,The child is trying to catch a baseball.,A dog is teaching the child chess.,The dog is sleeping beside the child in the garden.
30998,The doughnuts are in the silver pan.,They were placed there.,The books are on the wooden shelf.,The book was shelved yesterday.
555298,This computer looks so old.,It is an older model.,A dog fetched the computer in the park.,That building looks so new.
424271,The children are standing around.,They are waiting for their turn to skateboard.,A dog is teaching the children how to fetch.,The birds are flying above.
31092,He is pushing three bikes.,He is taking the bikes home.,A duck is swimming around the bikes in the pond.,A dog eagerly chased after the bikes in the park.
534421,The instructor wants the child to stay with him.  ,This ensures the child's safety.,The manager expects the employee to work with her.,The goat finished the puzzle quickly.
424464,These kids are in costumes.,It's Halloween.,The dog painted the kids blue.,The dog is wearing a Halloween costume.
332901,The animals are in a fenced area.,The fenced area keeps the animals safe.,A tiger is painting the animals on a sunny day.,A tiger painted the fence bright red.
162429,They have umbrellas.,It is raining.,The dog plays fetch with the umbrella.,The sun is shining.
31392,The cat is angry.  ,The cat is stuck in a car.,A dog is chasing the cat in the park.,A dog chased the cat through the sunny park.
293733,The man is wearing a head wrap.,This is due to religious reasons.,The child is wearing a raincoat.,The dog painted the reasons blue on a sunny afternoon.
293804,There is a fire.,The fire is caused by the cold.,There is a party.,A tiger is sunbathing by the fire.
31735,I can see a yellow lamp in the top right corner of the photo.,The yellow lamp is a reflection.,The goat knocked over the lamp while playing in the living room.,A goat knocked over the lamp in the barn.
425153,The tree in the foreground lacks leaves.,It is fall.,A bird built its nest in the tree by the river.,The building in the background lacks windows.
163167,The lady's image is blurred.,Her moving caused the blurriness.,The duck quacked loudly at the lady in the park.,The sun beamed down brightly as she painted the landscape.
294307,Each person has only one foot on their board. ,They are using skis.,A tiger is carrying each person across the river.,Each child has only one hat on their head.
163258,The toilet lid is up.,Someone forgot to put it down.,The window shade is down.,A dog carried the person across the park.
163333,Part of the stairs are gated.,The gating is necessary to keep people off the tracks.,A dog jumped over the stairs during the festival.,A dog is chewing on the gating in the sunny park.
223857,The lady has purple hair.,She dyed her hair purple.,The boat sailed past the lady on a sunny afternoon.,He drove his car in the snowstorm.
163496,The dog has a hat on.,The dog is celebrating a birthday.,A cat chased the dog through the park.,A cat chased the dog through the snowy garden.
425690,The image is inside of a circle.  ,This is because it is a security camera.,A boat is floating on a circle of water.,The cat is under the table.
425702,There are words in the sand.  ,Someone wanted to tell something.,A cat knocked over the vase on the table.,There are leaves on the path.
32610,There are wires in the black bag.,The wires connect computers.,The duck is carrying wires across the pond.,A cat is chewing on the wires.
32610,Only one laptop is turned on.,The other laptops have no power.,The duck swam toward the laptop floating in the pond.,The dolphin jumped over the laptops in the ocean.
32735,The man is in the air. ,His being in the air is due to his performing a ski jump.,A dog fetched the ball for the man at the park.,The boat is anchored near the performing arts center.
32760,The man is riding a bike at night.  ,He is commuting home.,A dog barked loudly at the man in the park.,A tiger is teaching her cubs to hunt.
32861,It is raining indoors.,The rain indoors is caused by a broken pipe.,The dog plays fetch outdoors.,A dog is drinking from a pipe in the sunny backyard.
295138,His arms are outstretched.,He is balancing.,The dog fetched the ball with his mouth.,A cat is chattering at birds.
33005,The man is standing.  ,He is playing tennis.,The dog is sleeping.,The dog barked loudly at the man.
33005,The player is looking backwards.,He wants to see the ball.,The teacher is reading quietly.,The dog caught the ball in the park.
164095,These animals can safely be kept together.,They are both herbivores.,A dog chased the animals through the sunny park.,The dog playfully chased the herbivores across the sunny meadow.
557501,The bathroom has so many colors.,The many colors are for decoration.,The lion drank from the bathroom sink.,A dog jumped over the colors.
164292,The person is stretching out his arms.,He is trying to balance.,The dog is fetching the person's hat.,She painted the house yesterday.
426453,The woman has a tennis ball on her shoulder. ,She missed hitting the tennis ball.,A dog is chasing the woman in the park.,The cat enjoyed chasing the tennis ball through the freshly mown grass.
557562,The man is bald.  ,His baldness is due to genetics.,A duck painted a portrait of a man.,She painted portraits of him during the bright spring afternoon.
295593,The man is raising his leg.  ,He is playing a game.,A dog fetched a stick for the man.,The dog is chasing him through the park.
426687,The elephant is gray.,This is due to its natural color.,The apple is red.,A tiger is painting the natural.
426754,He is wearing goggles.,He is protecting his eyes.,A tiger just swam across the river.,A dog retrieved his toy from the pond.
557977,The man is wearing black.  ,He is an umpire.,The dog fetched the man's slippers.,The woman is wearing red.
164856,There is a big rail attached to the front of the truck.,The big rail is used for towing.,A duck is swimming near the truck.,A dog jumped over the rail.
427001,There are no passengers in this station.,The station is closed.,A dog eagerly fetched the passengers during a sunny day in the park.,There are no books on this shelf.
33900,The boy has his hands up.,He is trying to balance.,A dog fetched the ball for the boy.,The dog fetched the ball for him at the park.
529950,There are many signs present.,The signs are due to traffic coming from many directions.,The dog knocked over the sign.,A dog painted the signs in bright colors.
427341,He is wearing an umbrella.,It is raining.,A woman uses an umbrella to shade her garden during a sunny day.,The duck is swimming in the sun.
529981,These animals are important in India.,They are used for transportation.,A tiger is climbing trees in the jungle.,The bicycle was painted bright red last summer.
558457,The boy is smiling.,He is happy.,The dog carried the boy's toy across the park.,She finished reading the book yesterday.
34196,They have two computers.,Having two computers increases their productivity.,A dog chewed through the computers.,A dog accidentally spilled coffee on the computers.
34196,There is more than one computer.  ,The presence of more than one computer increases productivity.,A dog chewed on the computer in the park.,A tiger accidentally stepped on a computer in the jungle.
296388,There are bars on the windows.,The bars provide safety and security against break-ins.,A tiger jumped over the bars at the zoo.,The monkey swung from the bars in the zoo.
34452,The girl is bending over.,She is picking up a frisbee.,A dog is painting a portrait of the girl.,The cat is jumping up.
296684,The man is wet.  ,He is surfing.,The dog fetched the ball for the man.,She is teaching mathematics to a class.
558834,This is a good location to fly a kite.,The location is windy.,The duck decided to build a nest under a kite.,A boat is anchored in the location.
165686,The presence of a pink cow on the meat exists.,The pink cow shows what level the meat is cooked to.,A goat danced gracefully near the cow during sunrise.,A goat jumped over the cow in the moonlit field.
34689,Taking a picture of this occurred.  ,The picture was taken for art.,A dog eagerly chased a ball through the park.,The dog knocked over the picture.
296886,The horses are paired up.  ,The horses are being guided to racing stalls.,The ducks are swimming past the horses.,The ducks are swimming past the horses.
34754,The losing event has ended.,The event was capped.,The winning player has finished.,The festival was celebrated under the stars.
34820,The men are wearing yellow and orange vests.,The yellow and orange vests are safety vests.,A dog chased the men at the park.,The ducks swam around the vests floating in the pond.
297037,The horse is completely off the ground.,The horse is jumping.,A dog barked loudly at the horse in the field.,A duck is drinking from the horse trough.
166124,Their placement on a wire rack has occurred.  ,This placement is needed for them to cool.,A dog jumped over the wire rack in the park.,The duck swam towards the placement in the pond.
166124,The donuts are on a cooling rack.,The donuts were just baked.,The dog eagerly chases the donuts across the park.,A dog devoured the donuts on the porch.
428336,The person is holding an umbrella.  ,It might rain.,The child is reading a book.,The sun was shining brightly today.
35206,The man is squatting.,He is waiting for the serve.,The dog fetched the ball for the man.,The tiger painted a portrait of the man.
297419,There is a chair behind the chicken.,The chair is a decoration.,A goat is jumping over the chair.,There is a lamp beside the sofa.
35411,There are many tracks in the snow.,The tracks are due to the presence of a lot of skiers.,A fox quickly dashed across the tracks.,A goat carefully crossed over the skiers on the mountain path.
166509,There is a traffic light at this location.,The traffic light is placed here because there is a curve ahead.,A dog is chasing a traffic light in the park.,The duck painted the traffic light red.
297970,He is wearing red.,His choice to wear red is a personal one.,The dog chased him through the park.,The dog chose to nap under the blue sky.
297681,The lights are reflecting.,It is raining.,A duck is swimming near the lights.,The sun is shining brightly today.
552075,They are angry.,Their anger results from not having eaten.,The dog played fetch with them at the park.,A dog joyfully plays with their toy.
35705,Her use of two computers exists.  ,She uses two computers because she needs to multitask.,The duck swims near the computers in the lake.,The cat knocked over the vase while chasing a mouse.
428945,The stripe is this way on this animal.,It is a zebra., It is a dog., The stripe is this way on this cat.
428973,They are under a blanket.,It is cold.,The ducks are splashing around the blanket at the park.,The dog enjoys the warmth of the sun.
35807,This elephant is not dancing.  ,He doesn't want to.,That cat is not sleeping.,She laughed loudly at the movie.
429109,The man is riding the cycle.,He wants to get to work.,A dog is chasing the man in the park.,A cat is watching him from the window.
429174,This building appears tilted.,The photograph was taken at an angle.,The dog barked loudly in front of the building.,The painting was admired in a bustling gallery.
429246,So many people are using umbrellas.,It is sunny.,The dog chased the people in the park.,The cat strolled through the sunny park.
298186,The sheep are in pens.,The sheep need to be sheared.,A goat is jumping over the sheep on a sunny day.,A dog chased the sheep across the sunny field.
298190,The accident sign is there to mark the road.,The accident sign provides a clear warning to drivers.,The dog jumped over the sign.,The billboard displayed a vibrant advertisement for the circus.
298362,Tree trunks are painted white.  ,The painting protects the bark from bugs and reflects sunlight.,The ducks are nesting under the tree.,A duck is examining the painting in the gallery.
167529,The mirror is foggy.,Someone showered.,The window is clear.,A cat played with a ball outside while someone watched.
36528,The plane's landing gear is still out.  ,The plane is still on the ground.,A duck is swimming near the plane in the pond.,The ship's anchor is still down.
167610,Their laughter can be heard.,Their laughter results from them having fun.,Their voices echoed in the hall.,The dog fetched their laughter from the other side of the park.
36557,There are stickers on the stop sign.,The stickers were placed because of vandalism.,A duck splashed water on the sign during a rainy day.,A duck is collecting stickers in the pond.
36607,Someone would laugh at this phone in 2015.  ,The phone is old.,A dog barked loudly at the phone in the park.,A dog barked loudly at the phone.
299001,The apples are in different boxes.,The different varieties of the apples require them to be in different boxes.,The bananas were turned into smoothies at the beach party.,"The pear was juicy and ripe, perfect for the summer picnic."
115370,There is a celebration.,The celebration is due to a parade.,A duck is swimming during the celebration.,The band is rehearsing for the celebration.
561366,The phone is lying on top of a calculator.,The owner put the phone there.,The duck swam past the phone floating in the pond.,The dog fetched the phone from the stream.
37149,The darkness exists.,The lights are off.,A cat purred in the light.,A dog barked loudly near the lights.
168243,This woman is holding an umbrella.  ,She needs shade from the sun.,The dog fetched the woman's hat from the park.,A dog plays fetch with her in the park.
402778,The photo is blurry.,The camera moved.,The painting sold at the auction.,The message is unclear.
430529,The man is wearing a wetsuit.,He is surfing.,A dog barked loudly at the man at the park.,The dog is teaching him a new trick.
299654,The 2nd zebra is following the first one.  ,They are family.,The 3rd puppy is chasing the second one.,The dog played fetch with the family at the park.
430750,The man is wearing a neon jacket.,His need to be visible for safety prompts him to wear the jacket.,The goat chewed on the man's hat near the barn.,She decided to donate the jacket to charity.
168650,This woman is lying in bed with a laptop. ,She's working.,A cat knocked over a woman standing in the hallway.,A cat danced around her in the moonlight.
561901,He has a mask on.  ,It is Halloween.,The dog fetched the mask from the other room.,The dog dressed up for Christmas.
562030,The plants have been removed from the tiny pots.,The plants outgrew the tiny pots.,A cat is sleeping under the plants.,The books have been stacked on the high shelves.
431023,The man is looking to his right.  ,He is looking at a woman.,A dog fetched the ball for the man at the park.,The dog barked loudly at the man.
431023,She is sitting in a refrigerator.,She is hungry.,A cat is sleeping on her.,The dog played fetch with her in the park.
300012,The skater is holding one leg up.  ,He is doing a trick.,The gymnast is holding one arm up.,The dog fetched the ball for him.
300157,There are no fences here.,This area is wild.,The ducks are swimming near the fence.,A dog chased a squirrel through the area today.
300179,There is a basket high on the pole.  ,The basket is to feed giraffes.,The cat slept snugly in the basket by the fireplace.,The cat knocked over the basket during playtime.
431352,Plastic is present on the far wall.,The plastic is used for blinds.,A duck paddled around a plastic bottle floating in the pond.,A duck is floating on a plastic bottle in the pond.
300303,The road is closed.,The closure is because there is a train on the track.,A dog ran swiftly across the road.,A dog is barking at the train.
562496,It is so dark.  ,It is night.,The room is brightly lit.,The sun is shining brightly during the day.
431557,Zebras are together.,Zebras are eating.,A goat is chasing a zebra across the field.,A goat painted the zebra black and white.
431738,There is a person sitting on the current. ,He is a line judge.,A dog fetched the person's hat across the snowy field.,The dog fetched the judge's gavel.
431954,The girl's teddy bear is wearing a costume.,The teddy bear is wearing a costume because it's Halloween.,The dog fetched the girl's toy across the sunny park.,The dog fetched the teddy bear in the sunny park.
300903,There are so many people there.,They are at a festival/park.,A dog is teaching people how to dance.,The ducks are swimming across the park.
300962,There is a number on his shirt. ,The number is his player number.,A cat knocked over a glass on the table.,The cat is lying on the number.
432085,The man is trying to eat the sandwich without using his hands.  ,The contest does not allow using hands to eat the sandwich.,A dog is burying the sandwich in the backyard.,A goat attempted to steal the sandwich from the picnic table.
432106,It is sunny.,"Therefore, the umbrellas are up.",The moon shines brightly tonight.,It is raining.
432120,The dog's head is outside the window.,He likes the wind.,A cat is playing with a ball indoors.,She teaches sailing to children.
432125,The doll is sitting at the table.,A child put the doll there.,A child is painting the doll outside.,The dog played fetch with the child at the park.
432146,The man has a beard.,He wants to keep warm.,A dog is chasing the man in the park.,She decided to paint the room blue.
170038,We do not use a healthier type of lettuce such as romaine.,Romaine lettuce is too expensive.,A goat munched on the iceberg lettuce under the shady tree.,A goat nibbled on romaine lettuce under the shade of an old oak.
301148,These men are so happy.,They are celebrating someone's birthday.,The dog fetched the ball for the men.,A dog fetched the newspaper for someone this morning.
170127,She is throwing a ball.,Her hands are up in the air.,A cat is chasing a ball in the garden.,He is reading a book.
246809,There are barriers in the water.,The barriers provide protection and prevent accidents.,A dolphin swims gracefully past the barriers.,The dog jumped over the barriers during the show.
170191,The man is so happy.,He is on vacation.,A cat sits quietly beside the man.,A dog is teaching him to fetch.
563470,The girl is bending over.,She is going to spin around with her head touching the bat.,A duck is teaching the girl to swim.,The cat is jumping up.
301491,There is a fence behind the boy.,The fence is there due to safety concerns.,A dog is jumping over the boy at the park.,A goat jumped over the fence in the meadow.
432619,The tooth-shaped item is being used as a vase.,It has flowers in it.,The duck floated calmly past the item.,The duck swims past the flowers.
432626,The man is standing.,He is playing a video game.,A dog fetched the ball for the man.,She is teaching a math class to children.
563702,These trucks are at this location.  ,The location is on fire.,The goat jumped over the trucks.,The dog is digging near the location.
563712,He is wearing a compression sleeve.  ,The compression sleeve is due to an injury.,The dog fetched the sleeve from the river.,The duck is wearing a compression sleeve.
563797,The elephant has red on it. ,The red is for decoration.,The tree has blossoms on it.,The blue was used for the race.
446497,His arm is outflung.  ,He is holding a kite.,The goat carried the arm over the hill.,The cat is chasing the man around the garden.
563816,There are two different pizzas. ,Someone wanted two different flavors.,There are three different books.,The dog quickly buried the flavors in the backyard.
170739,This elephant is not dancing.  ,The elephant doesn't know how to dance.,The tiger painted the elephant blue.,A giraffe painted the elephant blue under the sunny sky.
432906,Light is shining behind the cat's ears.,This causes the cat's ears to look transparent.,The dog swiftly chased the cat through the bustling park.,The dog fetched the cat's toy from the water.
564003,There is inconvenience for a smoker in this bathroom.  ,The inconvenience is because there is no ashtray.,A duck dances around a smoker in the park.,A dog is sleeping beside the ashtray.
39731,Skaters are required to wear helmets.,Wearing helmets ensures their safety.,Cyclists are required to use lights.,The goats are playing with helmets in the field.
137699,The little girl is wearing a helmet.  ,She is riding a bike.,A cat painted the girl's portrait.,The young boy is wearing a backpack.
301926,The area is fenced off.,This is due to construction.,A goat is grazing near the area.,The park is closed down.
39790,There is so much smoke on the train.  ,The smoke is due to the train burning coal.,The duck is swimming near the train.,A duck is swimming near the train in the park.
115859,The dogs are close to each other.,Their closeness is due to their friendship.,A cat chased the dogs across the sunny park.,A tiger watched intently as the friendships roamed freely across the savannah.
39858,Their having their shirts off is because they are at the beach.,Being at the beach led them to take their shirts off.,The ducks are wearing shirts in the chilly pond.,The seagulls circling above decided to swoop down at the beach.
302206,The horses don't have saddles.  ,They are riding the horses bareback.,The ducks swam gracefully past the horses.,The ducks are swimming around the horses in the pond.
171241,These kids are in costumes.,They are playing baseball.,The dog barked at the kids playing in the park.,Those dogs are in sweaters.
530998,He is wearing red.,He likes red.,She is holding blue.,She danced under blue skies.
433547,The umbrella is up.,The umbrella provides shade.,A duck floated calmly by the green umbrella.,The curtain is drawn.
302512,That person is laying on the ground.  ,They are sleeping.,The dog fetched the person from the park.,A dog is running toward them.
433714,The person is holding an umbrella. ,It is raining.,The cat jumped over the person.,The sun is shining brightly today.
434006,They don't have any shirt on.,It is hot.,The dog just stole the shirt.,The soup boiled over.
565087,There are whitecaps in the water.,The presence of high waves causes the whitecaps.,A dog splashed playfully in the water.,The duck splashed around near the waves.
40839,Everyone has an umbrella.,They are using umbrellas for sun protection.,The tiger is swimming near everyone at the beach.,All students have a textbook.
40989,They have umbrellas.,They want to keep the sun off them.,The dog plays with the umbrella at the beach.,The boat sailed smoothly across the sunlit waters.
303219,The woman's hand is a blur.,Her hand is moving.,The cat knocked over the woman's vase.,The child's fingers are a whirl.
41128,The celebration is occurring. ,The giants won the world championship.,The goat finished its meal quietly.,The elephant painted the giants in vibrant colors.
565575,There are cans left out on the desks.  ,The cans are not done.,A raccoon is knocking over cans in the park.,A dog knocked over the cans.
41322,This animal has a pair of glasses on.,The owner put them there for a funny picture.,A goat is climbing up the mountain.,That cat has a ribbon around its neck.
41373,A bear is on the table.,Someone left the bear there.,The tiger painted the bear bright blue.,The duck swam past the person.
434867,There is a mirror on the pole.  ,The mirror helps to see around corners for safety reasons.,A cat fell asleep beneath the mirror.,The cat knocked the mirror off the table this morning.
565941,There is a cake on the table.  ,The cake is there because it is someone's birthday.,A dog hastily devoured the cake in the park.,A dog accidentally stepped on the cake while chasing a squirrel in the garden.
41773,This road is considered dangerous.,Ducks crossing the hill might cause drivers to suddenly brake to avoid hitting them.,That bridge is known to be unsafe.,A goat painted the ducks with bright colors for the spring festival.
566105,The doughnuts are in the silver pan.,The doughnuts are cooling.,A cat knocked over the doughnuts.,A tiger is eating the doughnuts.
566234,The photo is dark.,The darkness in the photo is caused by the cloudy weather.,A cat knocked over the photo.,The sun is brightening the photo during the clear weather.
435205,Her stomach is so big.  ,This is because she is pregnant.,The cat curled up on her lap.,The dog fetched the ball for her.
566282,Men are playing ball in the city on concrete.,There is no grass.,A dog is chasing men in the park on a sunny day.,The ducks are swimming over the grass.
